1;Gostei de um vídeo   no estúdio: João Amoêdo, do Novo;I liked a video in the studio: João Amoêdo, do Novo;Neg,Neu,Pos,Compound;0.0;0.741;0.259;0.4215 
0;"Estão decepcionadinhos com o Amoedo? 

Fazem mais beicinho!!! huahuahuahuahuahauhauahua

Como se ele fosse obrigado a atacar o Bolsonaro. ";Are they disappointed with Amoedo? They make more pout !!! As if he were forced to attack the Bolsonaro.;Neg,Neu,Pos,Compound;0.386;0.614;0.0;-0.8772
0;     No custo total e atual da previdência, qual o percentual destinado para políticos, funcionários públicos e militares? Pretende fazer alguma mudança que afetem estes valores?;In the total and current cost of social security, what percentage is allocated to politicians, civil servants and the military? Do you want to make any changes that affect these values?;Neg,Neu,Pos,Compound;0.0;0.806;0.194;0.6966
1;"   Me convenceu.Vou votar no Amoedo... KKKKKKKKKKKK
#PAZ 😉";"It convinced me. I&#39;m going to vote for Amoedo ... KKKKKKKKKKKK #PAZ 😉";Neg,Neu,Pos,Compound;0.0;0.803;0.197;0.4019
0; Amoêdo já atacou Alckmin, agora FHC. Sempre fala contra uso de $$$ público em campanha, mas nunca ataca bolso q está há uns 4 anos em campanha antecipada c $$$ público q, inclusive, n é destinado p tal fim.;Amoeto has already attacked Alckmin, now FHC. It always speaks against the use of public $$$ in the campaign, but never attacks pocket that is 4 years ago in anticipation campaign c public, including that it is not intended for such purpose.;Neg,Neu,Pos,Compound;0.046;0.847;0.108;0.4037
0;"Ueeeeeeeeehhh

Amoedo é obrigado a atacar o Bolsonaro? ";Ueeeeeeeeehhh Amoedo is forced to attack the Bolsonaro?;Neg,Neu,Pos,Compound;0.504;0.496;0.0;-0.7269
1;Un placer compartir esfuerzos y trabajo con estos tremendos profesionales!! Un paso más cerca... vamos Argentina!!! ;"A pleasure to share efforts and work with these tremendous professionals !! One step closer ... let&#39;s Argentina !!!";Neg,Neu,Pos,Compound;0.0;0.694;0.306;0.7946
0;    Mas basta qualquer deputado da base do governo apresentar o projeto! Se não passar, todo o povo brasileiro saberá quem foi contra!;But just any deputy from the base of the government present the project! If it does not pass, all the Brazilian people will know who was against it!;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"Vocês querrm reformas mantendo os mesmos políticos de sempre? O Centro, se tivesse qualquer comprometimento, teria aprovado as reformas do Temer ao menos.

Amoedo está certo em criticar a classe política atual. Não será pagando tributo aos políticos de hoje que haverá mudanças. ";"Do you want reforms keeping the same old politicians? The Center, if it had any compromise, would have approved Temer&#39;s reforms at least. Amoedo is right to criticize the current political class. It will not be paying tribute to today&#39;s politicians that there will be changes.";Neg,Neu,Pos,Compound;0.052;0.865;0.082;0.128
1;        é uma voz lúcida na política.;is a lucid voice in politics.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;   Eu não sou vítima, e apareceu um bando de mala. Dei block em tudo. Minha TL, minhas opiniões e não aceito patrulha. Ou agora não pode criticar o Amoedo e o NOVO também. O Twitter está cheio de Democratas Fakes.;"I&#39;m not a victim, and a pack of suitcases appeared. I gave block in everything. My TL, my opinions and I do not accept patrol. Or you can not criticize Amoedo and NOVO as well. Twitter is full of Democrats Fakes.";Neg,Neu,Pos,Compound;0.175;0.689;0.136;-0.4188
1; Cuando no estabas en el rojo, era más que nada Deportivo Amoedo yo.. No el color, si no vos. Te amo.. Y te merecías Ganar 😍💕💕💕💕💕💕💕;When you were not in the red, it was more than anything Sports Amoedo I .. Not the color, if not you. I love you and you deserve to win;Neg,Neu,Pos,Compound;0.102;0.784;0.115;0.1109
1;         ;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
1; Só serão claras qdo esquecerem de vez esse marginal condenado.;They will only be clear when they forget this damned marginal.;Neg,Neu,Pos,Compound;0.316;0.516;0.168;-0.3182
1;" Fundo Partidário/Eleitoral...o NOVO fará aliança no 1o turno? 
E o Bolsonaro?
 
 
Entrevista completa no youtube “Eleições 2018 - Jovem Pan sabatina João Amôedo” ";"Party / Electoral Fund ... will the NEW alliance make the 1st round? And the Bolsonaro? Complete interview on youtube &quot;Elections 2018 - Young Pan Sabatina João Amôedo&quot;";Neg,Neu,Pos,Compound;0.0;0.891;0.109;0.4696
1;“Vai lá atiça ele e fala que tá menstruada” ;"&quot;Go there and say he&#39;s menstruating&quot;";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Só peço para que seja mais duro com seus adversários e que adote uma postura mais séria pois meu avô de 80 anos acha que você fala rindo o tempo inteiro e pensa que você é um debochado.;"I only ask you to be tougher with your opponents and take a more serious stance because my 80-year-old grandfather thinks you&#39;re laughing all the time and thinks you&#39;re a fool.";Neg,Neu,Pos,Compound;0.135;0.719;0.147;0.1045
1;Amoêdo crescendo! ;Growing amoebe!;Neg,Neu,Pos,Compound;0.0;0.334;0.666;0.2481
1;"       .
É uma cronologia simples
.
Revogar o desarmamento
.
Legítima defesa e regras de engajamento ampliadas
.
Para militares, policiais e civis
.";". It&#39;s a simple chronology. Revoke disarmament. Legitimate defense and expanded engagement rules. For military, police and civilians.";Neg,Neu,Pos,Compound;0.0;0.757;0.243;0.5423
0;"      Essa comunista de boutique n tem como levar a sério, meu... rs 
N sei como ela tem atenção a n ser como bicho exótico... K 
Ideologia furada e q só atiça mente submissa. De resto... 
N me leve a mal, brother, mas nem vejo...";"This boutique communist has no way to take seriously, my ... I do not know how she&#39;s paying attention to being an exotic beast ... K Pierced ideology and only mind submissive mind. Besides ... Do not get me wrong, brother, but I do not even see ...";Neg,Neu,Pos,Compound;0.097;0.865;0.038;-0.2079
1;"BINGO!
E não se esqueçam: Nenhum Partido Político d existentes contava ao Povo sobre esse ACINTE #FundoPartidario .
ÚNICO PARTIDO POLÍTICO a ter como Diretriz e que trouxe para Conhecimento de Todo Brasileiro foi o   via Entrevistas do  ";BINGO! And do not forget: No existing Political Party d counted to the People on this ACINTE #Partidario. SINGLE POLITICAL PARTY to have as Guideline and that brought to Knowledge of All Brazilians was the via Interviews of the;Neg,Neu,Pos,Compound;0.0;0.773;0.227;0.8393
1; Perfeito.;Perfect.;Neg,Neu,Pos,Compound;0.0;0.0;1.0;0.5719
1;"        O atual apresentador não fazia parte do grupo de guerrilha MR-8?
Ele não tem algumas décadas no jornalismo?
Será que ele não soube conduzir, ou será que ele deixou o programa tomar esse rumo, para que se criasse “a polêmica”?";"Was not the present host part of the MR-8 guerrilla group? Does not he have a few decades in journalism? Did he not know how to drive, or did he let the program take that course, so that the &quot;controversy&quot; could be created?";Neg,Neu,Pos,Compound;0.0;0.942;0.058;0.3695
0; João , FHC é percursor da desgraça esquerdista que no assola. Grande cabo eleitoral do Lula e etusiasta de sua liberdade mesmo com tantos crimes em suas costas. FHC não deve ser referência em nada pra quem pretende mudar o país e livrá-lo da velha política!;"John, FHC is the precursor of the leftist misfortune that does not plague. Lula&#39;s great electoral captain and ethnostic of his freedom even with so many crimes on his back. FHC should not be a reference to anyone who wants to change the country and get rid of the old politics!";Neg,Neu,Pos,Compound;0.059;0.86;0.081;0.2955
1;"E ai pessoal, o movimento facebookiano político deu uma amenizada, mas com anda o cenário para presidente?

Bolsonaro? Amoêdo? Flávio Rocha?

Fiz minhas pesquisas, mas é sempre interessante ouvir mais opiniões e... ";And, folks, the political facebookano movement gave a softened, but with walks the scenario for president? Bolsonaro? Amoecido? Flávio Rocha? I did my research, but it is always interesting to hear more opinions and ...;Neg,Neu,Pos,Compound;0.0;0.876;0.124;0.6715
1;        Você já leu o estatuto do desarmamento?;Have you read the disarmament statute?;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;        me ajuda aí;Help me;Neg,Neu,Pos,Compound;0.0;0.27;0.73;0.4019
1;        me ajuda aí;Help me;Neg,Neu,Pos,Compound;0.0;0.27;0.73;0.4019
0;"    Surge o partido Novo de cunho liberal, verificam na eleição de sp q o modelo funciona e q não precisam de dinheiro público e nas eleições se juntam a esquerda? 
Qual a lógica? Não era mais fácil ter entrado no partido de esquerda? Tem q ser muito imbecil pra acreditar nisso.";Arises the party New liberal, check in the election of sp qo model works and do not need public money and in the elections join the left? What is the logic? Was not it easier to get into the left-wing party? You have to be too stupid to believe that.;Neg,Neu,Pos,Compound;0.097;0.764;0.138;0.3417
1; Que conhece  decide votar nele e nos candidatos do  . Vamos para  frente sempre e para cima;"Who knows decides to vote for him and the candidates of the. Let&#39;s always go forward and up";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;"O JURISTA HÉLIO BICUDO, TINHA TODA RAZÃO! 
 “O PT tomou conta do judiciário. É o PT que está decidindo o que acontece no STF”... ";"THE JURIST HÉLIO BICUDO, HAD ALL REASONS! &quot;The PT has taken over the judiciary. It is the PT that is deciding what happens in the STF &quot;...";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;       ;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
1;      Karen, vou te dar uma dica. Não seja advogado do Lindberg, vc vai morrer de raiva. E sobre o Aécio, até onde sabemos nada foi provado. Por isso, antes de falar em processo, procure as provas antes. Ah, só pra constar, os dois são duas porcarias. De nada.;"Karen, I&#39;ll give you a hint. Do not be Lindberg&#39;s lawyer, you&#39;re going to die of rage. And on Aetius, as far as we know, nothing has been proven. So before you speak in the process, look for evidence beforehand. Oh, just for the record, the two are two crap. You&#39;re welcome.";Neg,Neu,Pos,Compound;0.168;0.782;0.05;-0.7964
0;"      Deixa a esquerdista alienada defensora de bandidos falando sozinha...

Vai ver que ela também acha que a Espanha é uma ""monarquia de esquerda""...

😂 🤣 😂 🤣 😂 🤣 😂 🤣";"Leave the alienated lefty bandit advocate talking alone ... You&#39;ll see that she also thinks Spain is a &quot;left-wing monarchy&quot; ... 😂 🤣 😂 🤣 😂 🤣 😂 🤣";Neg,Neu,Pos,Compound;0.151;0.849;0.0;-0.296
1;   ;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
0;entrar no wpp, responder só uma pessoa e ignorar o resto é um caminho sem volta;enter the wpp, respond only one person and ignore the rest is a path with no return;Neg,Neu,Pos,Compound;0.251;0.749;0.0;-0.5719
0;"    Tem nego q vive uma realidade paralela.
Amoedo se junta com quase 200  pessoas sendo a maior parte do mercado financeiro q questionam a política atual, resolvem q a única maneira de mudar é criar um partido, depois de muita burocracia, assinaturas, etc... continua";You deny that you live a parallel reality. Amoedo joins with almost 200 people being the majority of the financial market q they question the current policy, they solve the only way to change is to create a party, after much bureaucracy, signatures, etc ... continues;Neg,Neu,Pos,Compound;0.05;0.812;0.138;0.4939
0;   Tem a lista de politicos do partido hoje exercendo cargos?;Do you have a list of party politicians today in office?;Neg,Neu,Pos,Compound;0.0;0.769;0.231;0.4019
0;"Espanha comunista...

😙 😂 🤣 😂 😂 😂 😂 🤣 🤣 🤣 ";Communist Spain ... 😙 😂 😂 🤣 🤣 🤣;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; João, vai ter aumento de imposto para ricos e diminuição para pobres? Seria mais justão né?;John, is going to have tax increase for rich and decrease for poor? It would be more just right?;Neg,Neu,Pos,Compound;0.122;0.631;0.247;0.4871
0; Quase ganhando meu voto.. quando vier ao Rio, quero ouvier suas propostas. Especilamente as que falam dos negros, pobres, miseráveis, sobre saneamento, emprego e aumento da segurança.;Almost winning my vote .. when I come to Rio, I want to hear your proposals. Especially those that speak of the poor, poor, miserable Negroes about sanitation, employment, and increased security.;Neg,Neu,Pos,Compound;0.228;0.557;0.216;-0.3597
1;"       .
O rurícola já tem o porte de espingarda facilitado desde 2008
.
Isto foi colocado no estatuto do desarmamento pela ex-deputada federal perpétua almeida, do pcdob do ACRE
.
Revogar o desarmamento
.";". The rurícola has already had the size of a shotgun facilitated since 2008. This was placed in the disarmament statute by the former federal deputy perpetual almeida, from ACRE&#39;s pcdob. Revoke disarmament.";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; Ele sabe também que seu partido pouco fez após o golpe contra Dilma e coadunou com muitas coisas que Temer fez que afundaram mais o país. E entre os seus do PSDB há muitos corruptos também. Vamos por os pingos nos IS.;"He also knows that his party did little after the coup against Dilma and he coalesced with many things that Temer did that further sank the country. And among its PSDB there are many corrupt too. Let&#39;s get the IS drops.";Neg,Neu,Pos,Compound;0.0;0.937;0.063;0.4019
0;"       .
O atual estatuto do desarmamento garante e permite que um cidadão de bem tenha apenas e tão-somente 6 armas legais registradas na pf
.
Nenhuma a mais
.
Nem uma
.
Garante e permite o porte legal de arma de fogo
.
Revogar o desarmamento
.";. The current disarmament statute guarantees and allows a good citizen to have only and only 6 legal weapons registered in the pf. None more. Not one. Guarantees and allows the legal possession of a firearm. Revoke disarmament.;Neg,Neu,Pos,Compound;0.075;0.773;0.152;0.25
0;"       .
Sim, foi respeitado
.
A compra legal de armas aumenta
.
A taxa de registro caiu de R$ 300 para R$ 87
.
A re-novação do registro passou de 3 anos para 5 e 10 anos
.
A compra legal de armas aumenta
.
Revogar o desarmamento
.
Registro permanente
.
Fim da discricionariedade
.";. Yes, he was respected. The legal purchase of weapons increases. The registration fee fell from $ 300 to $ 87. The re-novation of the registry has gone from 3 years to 5 and 10 years. The legal purchase of weapons increases. Revoke disarmament. Permanent record. End of discretion.;Neg,Neu,Pos,Compound;0.11;0.722;0.167;0.25
0;"       .
Houve um referendo só e apenas sobre o art 35
.
63,94% dos votos válidos foram para manter o comércio legal de armas de fogo
.
É respeitado
.
Você pode comprar armaS
.
Cronol:
.
plano do pt para o lulla 2002
.
estatuto do desarmamento 2003
.
decreto 2004
.
referendo 2005
.";. There was a referendum only and only on the art 35. 63.94% of the valid votes were to maintain the legal trade of firearms. It is respected. You can buy weapons. Cronol:. pt plan for the lulla 2002. the 2003 disarmament statute. decree 2004. referendum 2005.;Neg,Neu,Pos,Compound;0.059;0.848;0.093;0.1779
1;É muita merda para um só tuite. ;"It&#39;s a lot of shit for a single tweet.";Neg,Neu,Pos,Compound;0.375;0.625;0.0;-0.5574
1;      Com qual partido?;With which party?;Neg,Neu,Pos,Compound;0.0;0.426;0.574;0.4019
1;Atacante da Seleção Brasileira Feminina, Cristiane falando umas verdades depois dessa publicação do FoxSports no Twitter. ;"Striker of the Brazilian Women&#39;s Team, Cristiane speaking some truths after this publication of FoxSports on Twitter.";Neg,Neu,Pos,Compound;0.0;0.851;0.149;0.4215
1; João!!! Vamo cara;John!!! Come on, man.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0; E não chamaram o   ? Só a velha política representada...que novas soluções esperar de quem nos trouxe até aqui em décadas de oportunidades perdidas??   ;And they did not call him? Only the old politics represented ... what new solutions to expect from those who brought us here in decades of missed opportunities ??;Neg,Neu,Pos,Compound;0.067;0.787;0.146;0.3899
1; De nada.;"You&#39;re welcome.";Neg,Neu,Pos,Compound;0.0;0.25;0.75;0.4588
0;"Durante a Copa, deputados querem aumentar gastos do governo criando 400 novos municípios. Teremos que sustentar prefeitos, vice-prefeitos, vereadores, secretários e Câmaras Municipais.
Olho nos deputados que quiserem aprovar este absurdo. Nas eleições, não vote em nenhum deles. ";During the World Cup, MPs want to increase government spending by creating 400 new counties. We will have to support mayors, vice-mayors, councilors, secretaries and municipal councils. I look at the deputies who want to approve this absurdity. In the elections, do not vote for any of them.;Neg,Neu,Pos,Compound;0.0;0.811;0.189;0.7783
0;  Exatamente 30 🇧🇷;Exactly 30;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1; Vai ir pro segundo turno João!! Tem que dar você ou o Rocha!! Pro Brasil andar!!;Go to the second shift John !! Have to give you or Rock !! Pro Brasil walk !!;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;Adorei tua frase   ;I loved your sentence;Neg,Neu,Pos,Compound;0.0;0.161;0.839;0.6369
1;"Tanto, que não teve o pudor de confessar que assistiu todas as entrevistas com os candidatos, “até a do João Amoedo” (escreveu assim mesmo).
Ora, pergunto eu: qual a diferença que o autor enxerga em candidatos com a mesma situação na disputa eleitoral? 
";"So much so, that he did not have the modesty to confess that he attended all the interviews with the candidates, &quot;even João Amoedo&#39;s&quot; (he wrote anyway). Now, I ask myself: what difference does the author see in candidates with the same situation in the electoral contest?";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;"  O Camisa 10 é o maestro, o jogador ""mais importante"". Se o ""apoio à Lava Jato"" é a sua principal bandeira, não terá meu voto. Combate à corrupção é tarefa do Estado, não bandeira de futuro legislador... 
Ah, e o goleiro e atacante são homenagens à demagogia... 
Novo, muito Novo..";"Camisa 10 is the maestro, the &quot;most important&quot; player. If &quot;Lava Jet support&quot; is your main flag, you will not have my vote. Fight against corruption is the task of the state, not the flag of the future legislator ... Ah, and the goalkeeper and striker are tributes to demagoguery ... New, very new ..";Neg,Neu,Pos,Compound;0.046;0.954;0.0;-0.3818
1;  👍;(I.e.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"O horário eleitoral é gratuito apenas para os políticos. Quem paga a conta é a população, pois o governo dá isenção fiscal de cerca de R$1 bilhão às emissoras por esse espaço.
O NOVO é a favor do fim do horário eleitoral ""gratuito"".
#TemQueAcabar";"Election time is free for politicians only. Who pays the bill is the population, since the government gives tax exemption of about $ 1 billion to the broadcasters for this space. The NEW is in favor of ending the &quot;free&quot; election timetable. #Take It Up";Neg,Neu,Pos,Compound;0.0;0.872;0.128;0.7184
0;      A princípio o Novo não apoiará ninguém. Quanto a ações do  , ainda não há, pois ele nunca ocupou cargo público. Mas pesquise sobre o que os quatro vereadores eleitos do Novo em SP, RJ, BH e POA estão fazendo. Já economizam 400 milhões por ano dos cofres públicos.;At first the New will not support anyone. As for the actions of the, there is still no, because he never held public office. But research on what the four elected councilors of the New in SP, RJ, BH and POA are doing. They already save 400 million a year from the public coffers.;Neg,Neu,Pos,Compound;0.077;0.867;0.055;-0.0665
1;     Pergunte como ele pretende governar com o centrão mandando no congresso.;Ask him how he intends to govern with the centon by sending him to the congress.;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
1;       O plebiscito era sobre a proibição da comercialização de armas de fogo e munições. por acaso é proibido a venda de armas e munições?;The plebiscite was about the ban on the marketing of firearms and ammunition. by any chance is it prohibited to sell arms and ammunition?;Neg,Neu,Pos,Compound;0.13;0.797;0.072;-0.3818
1;      Com transparência e exposição das propostas escusas.;With transparency and exposure of biased proposals.;Neg,Neu,Pos,Compound;0.259;0.741;0.0;-0.2732
0;      Não, não e não. Opinião pessoal é não do partido, cujos candidatos são livres para se posicionarem como quiserem. O toma lá dá cá é eliminado com transparência e exposição de alianças escusas. Ele já falou sobre isso.;"No no and no. Personal opinion is not of the party, whose candidates are free to position themselves as they wish. The take there gives is eliminated with transparency and exposure of excuses allusions. He&#39;s already talked about it.";Neg,Neu,Pos,Compound;0.185;0.69;0.125;-0.2163
1;       Vou voltar pra aula de matemática assim que você aprender regra de boa convivência e tratar quem vc não conhece com respeito. E, por gentileza, veja se 49+100 chega aos 159 bilhões de déficit. Depois eu faço a prova real  ;"I&#39;m going back to math class as soon as you learn the rule of good living and treat someone you do not know with respect. And, gently, see if 49 + 100 hits the 159 billion deficit. Then I&#39;ll do the real test.";Neg,Neu,Pos,Compound;0.103;0.728;0.169;0.5181
1;                 ;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
1;      O problema é fazer alianças com partidos que não compartilham nem das premissas do partido, como corte de privilégios, Estado menos, fim do fundo partidário, entre outras.;"The problem is to make alliances with parties that do not share the party&#39;s premises, such as the cut of privileges, state less, end of the party fund, among others.";Neg,Neu,Pos,Compound;0.173;0.62;0.207;0.3208
0;       Corta +100bi e não dá pra diminuir impostos? Volta pras aulas de matemática, amigo!;Cut + 100bi and can not cut taxes? Come back to math class, my friend!;Neg,Neu,Pos,Compound;0.114;0.598;0.288;0.4949
1;   ;;Neg,Neu,Pos,Compound;0.0;0.0;0.0;0.0
1;"  Eleições para mim não é jogo ou corrida de cavalo, é algo sério. Não é pq tem candidatos entre is primeiros que eles terão meu voto.
Sigo em não querer votar em políticos profissionais e principalmente nos que falam apenas o que deseja ouvir.";"Elections for me is not gambling or horse racing, it&#39;s something serious. It is not because they have candidates between the first and they will have my vote. I still do not want to vote for professional politicians and especially those who speak only what they want to hear.";Neg,Neu,Pos,Compound;0.077;0.923;0.0;-0.1887
0;" Por favor, não tenha esse cretino como referência. 
Esse infeliz aproveitador do meu imposto extorquido,  foi o principal cabo eleitoral do CRIMINOSO. 
Se tem que ser NOVO não podemos ter esse lixo como referência.";Please do not have this asshole for reference. This unfortunate profiteer of my tax extorted, was the main electoral cable of the CRIMINAL. If it has to be NEW we can not have this garbage as a reference.;Neg,Neu,Pos,Compound;0.161;0.746;0.093;-0.6166
0;      Impossível com os milhões utilizados hoje nas campanhas. Mas é possível fazer campanha com muito menos dinheiro. E se os partidos têm mesmo apoiadores, isso é completamente viável. Por ventura você acha legal tirar dinheiro do seu bolso para campanhas que você não apoia?;"Impossible with millions used today in campaigns. But it is possible to campaign with much less money. And if the parties have even supporters, this is completely viable. Do you think it&#39;s legal to take money out of your pocket for campaigns you do not support?";Neg,Neu,Pos,Compound;0.044;0.818;0.138;0.5916
1;"Me ha gustado un vídeo de  ( - POPÔ DESCE / PAPAZONI / Paula Amoedo &amp; Maravilhosas).";"I liked a video of (- POPÔ DESCE / PAPAZONI / Paula Amoedo &amp; Maravilhosas).";Neg,Neu,Pos,Compound;0.0;0.781;0.219;0.4215
0;      Cortando privilégio de políticos e diminuindo O Estado, que custa bilhões ao povo. Isso é uma das premissas do Novo.;"Cutting privilege of politicians and diminishing The State, which costs billions to the people. This is one of the New&#39;s premises.";Neg,Neu,Pos,Compound;0.065;0.826;0.109;0.25
0;Queria ta assim hoje ;I wish you were like this today.;Neg,Neu,Pos,Compound;0.0;0.435;0.565;0.6369
0;"  Partido da cor do dono, o ITAÚ!!💩💩💩💩
As esquerdas já fizeram o seu trabalho pros bancos em criar o MONSTRO DA DÍVIDA PÚBLICA, que NUNCA FOI AUDITADA e com certeza ESTÁ CHEIA DE IRREGULARIDADES!!
NÃO IMPORTA O PARTIDO,  O MAIOR INIMIGO DO BRASIL É O SISTEMA FINANCEIRO!!";Party of the color of the owner, ITAÚ !! 💩💩💩💩 The left have done their work for the banks in creating the MONSTER OF PUBLIC DEBT, which has NEVER BEEN AUDITED and for sure IS FULL OF IRREGULARITIES !! DO NOT MATTER THE PARTY, THE GREATEST ENEMY OF BRAZIL IS THE FINANCIAL SYSTEM !!;Neg,Neu,Pos,Compound;0.104;0.639;0.258;0.8779
1;      Liberdade de opinião também, amigo. Isso é liberalismo.;Freedom of opinion too, my friend. This is liberalism.;Neg,Neu,Pos,Compound;0.0;0.486;0.514;0.8126
1;        O partido não impõe opinião de ninguém. Dá liberdade a cada candidato se posicionar da forma que quiser. Isso é contraditório como?;"The party does not impose anyone&#39;s opinion. It gives each candidate freedom to stand in any way they want. This is contradictory how?";Neg,Neu,Pos,Compound;0.079;0.59;0.331;0.7709
1;PETO DA IGREXA - AMOEDO - PAZOS ;PIXEL OF THE CHURCH - AMOEDO - PAZOS;Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;Sobre a thread do Amoedo: Infelizmente meu entusiasmo pelo NOVO acabou. Jacobinismo, apelação a LJ, afagos a Bolsonaro enquanto ataca o Centro. Eu ainda tinha um desejo de ver novos nomes, o que acho salutar, mas o partido cada vez mais apela para a Demagogia e Populismo barato. ;About the Amoedo thread: Unfortunately my enthusiasm for the NEW is over. Jacobinism, appeal to LJ, caresses Bolsonaro while attacking the Center. I still had a desire to see new names, which I find salutary, but the party increasingly appeals to Demagoguery and cheap Populism.;Neg,Neu,Pos,Compound;0.077;0.77;0.153;0.5647
0;"       Como assim ""quem disse""? A maioria vota a favor do porte de armas e mesmo assim o Estado impõe o estatuto do desarmamento e você acha que o plebiscito foi respeitado? O governo legislou contra a vontade da maioria. Ponto. Pesquise um pouco antes de falar bobagem.";"What do you mean &quot;who said&quot;? Most vote for arms, and yet the state imposes the disarmament statute and you think the plebiscite was respected? The government legislated against the will of the majority. Score. Search a little before you talk nonsense.";Neg,Neu,Pos,Compound;0.098;0.834;0.068;0.0926
1;"   Segue a melhor opcao
";The best option follows.;Neg,Neu,Pos,Compound;0.0;0.417;0.583;0.6369
0;Boa noite.Estamos todos chocados e solidarios com o ocorrido no Japao.;Good evening. We are all shocked and supportive of what happened in Japan.;Neg,Neu,Pos,Compound;0.132;0.575;0.293;0.4215
0;Oi lindo, sou pobre e moro longe, mas nada que o seu dinheiro não resolva;"Hi, beautiful, I&#39;m poor and I live far, but nothing that your money does not solve";Neg,Neu,Pos,Compound;0.214;0.653;0.133;-0.125
0;O mundo inteiro fala mal por que ele não vale nada... ;"The whole world says badly that it&#39;s worthless ...";Neg,Neu,Pos,Compound;0.462;0.538;0.0;-0.7184
0;"#GRANDE homem...

Sonegação, Lavagem de Dinheiro 

O único hexa que Neymar merece é uma cela do lado do Lulla!

200 milhões de reais dava para construir muitos postos de saúde e várias escolas. 

Foda-se Neimar e foda-se também a casa bandida  !!! ";"#GRANDE man ... Cheating, Money Laundering The only hexa Neymar deserves is a cell from Lulla&#39;s side! 200 million reais gave to build many health posts and several schools. Fuck Neimar and fuck house bandit too !!!";Neg,Neu,Pos,Compound;0.263;0.737;0.0;-0.9147
0;     Acredito que a prioridade #1 para o Brasil é reduzir o Estado e focar em saúde, segurança e educação.;I believe that the # 1 priority for Brazil is to reduce the state and focus on health, safety and education.;Neg,Neu,Pos,Compound;0.0;0.859;0.141;0.4215
0;" O teu FHC além de bandido é CORNO. 👇👇👇

Miriam Dutra diz à PF que dinheiro recebido de FHC foi usado para o filho #G1 ";Your FHC as well as bandit is CORNO. 👇👇👇 Miriam Dutra tells PF that money received from FHC was used for the child # G1;Neg,Neu,Pos,Compound;0.0;0.808;0.192;0.6408
0;"   9 - Amoedo-Novo condorca com FHC q diz q Lula não deveria está preso, e Jose Dirceu fez coisas erradas mas não bandido...

Vou te ajudar:";"9 - Amoedo-Novo condorca with FHC q says that Lula should not be arrested, and Jose Dirceu did wrong things but not thug ... I&#39;ll help:";Neg,Neu,Pos,Compound;0.075;0.731;0.195;0.5068
1; Campanha! #VamosRenovartudo  ;"Campaign! Let&#39;s go back to everything";Neg,Neu,Pos,Compound;0.0;1.0;0.0;0.0
0;"Concordar com FHC, um comunista fabiano, um traidor, é um péssimo sinal...

Você concorda, também, com este canalha que #Lulanacadeia não deveria está preso?
Liberais são mesmo uma latrina cheia de merda! ";Agreeing with FHC, a Fabian communist, a traitor, is a bad sign ... Do you agree, too, with this bastard that #Lulanacadeia should not be stuck? Liberals are really a fucking latrine!;Neg,Neu,Pos,Compound;0.211;0.612;0.177;-0.5068
1;"Concordar com FHC, um comunista fabiano, um traidor, é um péssimo sinal.
Vc concorda também com este canalha que #LulaLadrão não deveria está preso?
Liberais são mesmo uma geleia de merda! ";Agreeing with FHC, a Fabian communist, a traitor, is a bad sign. Do you also agree with this bastard that #LulaLadrão should not be arrested? Liberals are really shit jelly!;Neg,Neu,Pos,Compound;0.282;0.53;0.188;-0.6938
0;Alguém já viu a  ou qualquer outra publicação chamar de extremista alguém da esquerda? Mesmo quem defende a ditadura chavista que produz o maior nível de sofrimento da história do continente não recebe tal tratamento.Só conservadores são extremistas para a imprensa.;Has anyone seen the or any other publication call someone extremist from the left? Even those who defend the Chavez dictatorship that produces the highest level of suffering in the history of the continent do not receive such treatment. Only conservatives are extremists for the press.;Neg,Neu,Pos,Compound;0.064;0.936;0.0;-0.4767
1;''Amor'' ❤️🧡💛💚💙💜🖤 ;Love;Neg,Neu,Pos,Compound;0.0;0.0;1.0;0.6369
